546687.0,11.422061137216945,2.8772189345182793,2.0031421634166184,0.7998149221419656,0.37738968211513385,2.835331086613008,6.723978430079075,11.280469834375902,4.781251687711143,0.5384407135136169,0,0,2.016549505076291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4874441272110808,0,0,0,0,0,0,0,0,1.0
567371.0,8.9362091824005,0.44677312647799367,2.5373134069943832,0,0,0.5547526328704483,8.404973037598845,9.914673038285546,2.5343246650709337,0.7476245531254988,0,0,2.016549505076291,0,0,0,0,6.920457095193763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
470961.0,10.96846458799038,3.1363473478755157,2.1366849743110596,0.7057190489487932,0.5489304467129219,0.12185317947443372,7.134888223028352,10.724034102635386,4.128075227641315,0.7642384320838432,2.010541885246363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297741535385381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
385886.0,10.29342720370833,0.6076114520100714,1.3354281089444122,1.5572867013470038,2.7446522335646097,1.1447785545361273,8.629105651934813,11.128714634810306,3.161374066737969,0.5777098819606128,0,0,2.016549505076291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4874441272110808,0,0,0,0,0,0,0,0,5.0
360482.0,11.229193313136358,1.054384578488065,3.071484650572148,0.5833944137976691,0.9434742052878345,0.649028513832247,9.413569802110706,10.67344903611352,1.9334023218066918,0.8314491242335094,2.010541885246363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507765148825807,0,0,0,0,0,0,0,0,0,0,0,1.0
474110.0,12.211390565398604,2.752122459104441,1.6025137307332946,1.2608847007885104,0.4288519114944703,3.2316745861666925,7.0228219158603675,11.735735433072687,4.833505804516729,3.015419030939512,0,0,2.016549505076291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.191645464565402,0,0,7.0
82648.0,10.764881884794207,0.0982900878251586,1.869599352522177,1.4114380978975865,0.72047121131071,3.4285636708964353,7.657864323145613,10.724034102635386,3.710042293196625,2.954249749320153,2.010541885246363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507765148825807,0,0,0,0,0,0,0,0,0,0,0,1.0
135204.0,10.8613157968345,0.08041916276603886,2.0031421634166184,0.9033203826544554,0.6175467525520372,2.8487990696075505,7.5457980159776294,10.622863969591657,3.710042293196625,0.8042627768471275,2.010541885246363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507765148825807,0,0,0,0,0,0,0,0,0,0,0,2.0
268037.0,9.818400896250589,0.06254823770691911,2.8043990287832656,0.28228761957951726,0.25731114689668216,1.5834500006440888,7.060177351583029,9.76291783871995,3.553279942779866,0.4470643792427225,0,0,2.016549505076291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.866583543553988,0,0,0,0,0,0,0,0,0,2.0
156576.0,10.600587071688523,0.9829008782515861,1.4689709198388534,0,0,2.8654737152198417,8.927949137716105,11.533395166985228,3.0829928915295897,1.542825214177166,2.010541885246363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.062395006317066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
