Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Cluster
-8.935293197495525,1.9765719542563218,-4.063008549991028,0.775344751974389,8.706148193360779,-5.6948518361842915,-3.1501655459207,5.733163744561613,-4.871659497158206,-8.74537131221233,-3.7630265579162607,-7.221403735895447,7.766915481816672,6.166369772409414,3.1871078712999874,7.73846207330679,6.582604218058963,-7.02917769556841,9.433061094557809,0.4444639829743894,6.029887451804658,6.603170089251996,-3.833785656860006,-7.266723772594948,-4.678786136468502,0.10409650971190798,6.880530214275322,7.49152486092657,-10.307252500890504,-0.4467943566816913,-0.6815314223562644,-4.606773438846486,-8.679705354175116,-2.5246006847739597,9.508577769646227,-4.6497502445990895,0.9162692396564992,3.0108327184217485,-5.156700920087609,9.275539240727165,9.506760604097211,-5.07942488837583,2.8120769350356842,-3.6035825744296326,-4.156048293151947,-8.832669749595254,1.7499676751978392,0.983059526670769,-8.609423028823112,-4.1118990113752805,2
7.373458443859976,6.825274308483063,8.883437323050135,8.288591512421482,1.0931034637932797,9.712731713384308,-9.41600228820048,-5.248250733243149,-8.274846745880568,-4.467560812906935,-0.2430806067877853,-4.341490884304563,7.2286427933096125,-4.3920542614639695,-2.26357980324382,-0.37063527706012,-6.156629067738817,5.0491678971491,-9.127975929252267,10.526492775895793,6.472448099608305,-7.296970618430654,-8.799085488470958,7.354209064229876,3.1991934681074508,6.178790954410857,3.9685493054708765,-9.143879548095807,-2.3516828050225587,-8.536185094200013,7.525887603191212,2.7070386153544534,-3.569113772869737,-7.896432455688967,-4.008714358344395,-3.2647924906512533,5.738595444249183,3.541835637130103,8.53027214234074,-1.7048810989777938,-7.083322505732644,3.3863969534903946,3.9342859925599223,1.1538376051049568,4.515048412439631,0.6665296461277921,1.2691920473352059,-3.35180586926045,-10.319920004694987,-9.30195813205191,1
-3.772160559920073,7.103126802937834,4.07243155499975,3.774698091772918,-4.857453091063892,-5.048932457710059,-9.0313091243967,5.541407833513874,-0.32073886678766517,3.547413394371498,-9.78638374423331,10.698822444295844,7.516658275550881,-5.5258127074428565,-7.253345426799129,-7.292689361176214,-3.6610274537378102,1.1921796114844838,-0.9692183649121007,-5.2100151556458165,2.887725523239676,-6.7842118198577515,-5.227773435485815,-3.4570841044264218,-0.190104341097714,5.469011692714382,-4.417377055196349,0.7858180443368089,1.3616601890515807,-9.081197345990978,2.2142804306664847,-7.31790783949588,-9.611556338472036,9.679100638876166,10.157913958533284,6.77172843188218,-2.392406522208785,-8.588330955883924,5.3589312963142675,-2.0978712437621256,-8.571920866472917,-1.8564206799238465,-9.75802489152245,7.682685704746189,-4.298463087745011,3.494336628700091,-4.958751849230917,0.008634185130398708,0.5627435657779075,-8.078893136451352,0
3.665416815374094,-7.577257983830682,-6.808571659880737,9.200176028346315,1.1936558869751452,-9.806310920786004,-7.859166634062629,4.441408324587317,-10.865243549927628,-6.5427438287415915,0.48234274327316584,3.9473566219194143,3.431518541163029,-6.793040151466991,5.507644886823505,-4.82718690706498,-4.350602056145634,4.588648899527055,4.486854454105471,7.400319146156714,2.187378102489842,0.5826669728783422,-7.501712660973536,-1.900888497680051,-4.333087210060707,-5.411670362564614,10.269894616010603,-2.4499364551284866,6.98623971159736,4.209387079675874,6.3850222150636915,-0.7320490496393716,1.6723329292053553,-0.12235168062244314,-6.445057737386129,4.682592182659087,-5.3130804121403905,-8.640040538802664,2.9032847452397026,-8.067240734987136,8.581019481138865,8.462705062206291,5.30688149984015,-2.7526402092740976,-8.654089824678149,8.458556264785724,-0.7281729785297323,9.341591398250065,8.816028750993018,6.328587630170417,4
3.4892451521488206,-8.219425957102558,-5.747376419009166,9.624694745639522,3.0151533633397802,-11.406022409581425,-8.254347178447153,4.147031033432691,-10.018313268766251,-8.403179840839618,0.422696866200891,1.565452236756271,2.761729565674363,-6.199535085284767,3.8829385059226977,-4.073543078653197,-4.823407393154307,4.2116122711422,1.8508955534283507,8.055804289424838,4.283495066011876,1.726247332587003,-7.818215040799957,-3.8460221643050456,-4.496763659553817,-6.242117545936865,9.501405049235188,-2.481394007763971,7.246764220562197,2.6510748790052348,6.57348797165161,1.828198780203885,2.0890626301720707,2.128343681481831,-5.894215207015558,6.23292963514893,-3.948968663521937,-9.27389108960932,2.7412179227682945,-6.158685454156914,9.24075018598145,7.661118746199129,8.99734185823646,-4.080819807554614,-8.989696315749486,9.165324682871464,-0.015069507895561385,8.470993892952599,8.285296943726047,8.16744765927844,4
-3.797505240516288,9.307001610340174,4.785400033996342,1.3590471189324158,-6.73864449153921,-5.291482665232351,-8.142925282085711,6.182514405745965,1.910791407721232,3.356485075068348,-9.976010030492512,8.984581377610244,6.171207233404431,-7.008353158407871,-6.491155337376178,-6.892517439778634,-6.844603830811513,2.54810065714642,-0.27232997294101313,-4.551717920964157,2.2558769441881883,-8.381777134276724,-2.4613841514847716,-0.7754744393530544,-0.7219065874127559,6.727049872045617,-5.831237577898882,-1.052036670603698,1.4364680082771926,-8.939063778828087,1.6963493192853223,-6.8081708036892055,-8.790367697803525,8.896832247201205,9.36489915198867,5.1073418959326204,-4.624740765660523,-9.331141985572291,4.662476079929338,-3.3025970670482976,-6.405644959787498,1.289887599488247,-9.614410164678253,5.583270953748344,-5.185710929966952,3.186261525790821,-4.776376698140694,-0.11385797025202649,2.4644007857289445,-5.637983727187718,0
10.21827652042842,6.877454437277071,8.229421486189414,9.590722766744031,1.267662513773357,8.87856736232274,-8.53692264362524,-6.387339108779699,-9.712753291547285,-2.794817903872693,-1.3776487484789102,-4.637441564099271,5.214781969366315,-2.4617632994938243,-3.9592954468416908,0.6372066517785424,-5.314284213323939,4.480010350180141,-10.726270836658152,9.006903832312675,6.155319920024597,-7.081531006750392,-10.870528576054028,7.260249905274836,4.599694799750093,4.9572042704481465,6.206835853184442,-8.944299918591076,-3.2096695031727385,-6.872839536935981,5.917181736730671,0.323242690152612,-3.8153236765748706,-7.797959705213835,-3.5247938666999525,-2.6390420553420437,2.5758292563381153,3.0666462354277546,8.398119356168909,-1.9064989193716984,-6.746057490687421,4.153376847954107,8.287037673943951,-0.9516921175068105,6.7884579667659715,-0.518246169238259,-1.162495126800162,-1.9761347763939998,-9.214138223780632,-6.804704790568868,1
10.376912728100272,4.104299392762068,10.106226128445057,9.59191050273291,2.3681511439352962,7.3994361190376745,-8.558259247321852,-6.127939996735603,-8.824990713058682,-3.4714118320911105,-1.9452890633157425,-4.663766121861205,6.8398572775508315,-3.325456887289528,-4.719496523234853,0.27789649268830197,-5.264255966000675,7.507840401255118,-7.9536929363909685,11.063047729278084,6.24335672491103,-5.844415209802497,-11.395128998547635,6.047064648971542,3.8021089849339913,3.44706818772759,3.9392446591122985,-8.026387618751167,-2.5061811067437345,-8.850015789565017,6.516190011075682,3.627184809705322,-4.2597360164635765,-8.558034090345725,-3.970131865254737,-2.9899700884029965,3.73601591410485,2.84123290464437,7.912977428872408,-0.325520690531794,-7.529041223271353,4.609505065054009,7.40747130438876,3.786841728161031,4.780127458304499,-2.442331053064684,1.0501518883618552,-1.2629271729277416,-8.430575605934516,-7.557285560418594,1
10.210006291611133,5.208562158833657,7.969139872433491,8.33730376299174,2.8643428116188545,8.648120145677392,-9.031370318774492,-5.624139432465352,-9.49750352206403,-2.748206502840885,-0.7431953213537685,-7.178596120210615,6.685817656234221,-4.600667403075841,-1.939521220922614,0.3857971293687793,-6.435142258679375,6.0086227554858995,-9.312071707123643,8.81568568483292,7.030574559033907,-5.069748309138241,-7.945973570150389,6.364681904254381,4.425066498198343,4.312951795164459,5.138324730603905,-9.56099389779556,-2.746675238190196,-8.471865404383603,7.703977439676073,2.635972755531368,-3.094357459271294,-7.053703054589301,-3.8180715154523472,-2.7396065566116308,6.643633030846862,4.05776649639931,8.897424549981375,-0.8623897122815136,-7.378472025666169,2.9466194524299576,5.7146153733023635,1.5000041290037667,5.442728724247401,0.9031067155306749,-0.7531182347845149,0.18568321833133927,-8.589852777177812,-7.912805439785885,1
-2.1900231126335696,10.354736574221466,2.764706366582357,2.0881957630881494,-7.03975998671791,-6.208769516825481,-8.625131128398321,6.571553583759884,1.7032462991975574,3.36542569911742,-8.512302975485353,9.419508691911828,8.550043501761444,-5.813878600249097,-7.071907422768451,-7.845624195544151,-5.718294817065191,-1.0890073103607325,-1.0939729761462018,-3.6666921728092277,0.6558671924154564,-6.315084472883047,-4.640168080979077,-2.525970122140617,0.7336203125961438,6.600358543725805,-6.275055004738638,-0.6065034571430549,-0.30352402408845514,-9.790145064842465,1.939766799201072,-7.576697053405354,-8.830225107386715,9.054562628025435,9.087784679683109,5.517944381505762,-3.739069944565859,-7.604617070302913,2.5942614528002914,0.213982254538297,-7.657823435388686,-0.07761217482974864,-8.604015154439075,8.419624172839145,-3.8712637340864164,3.5375698522814645,-4.378215852852218,0.7628639487623179,-0.2095206204550688,-6.194351183712936,0
